Initial ERD Field Names,Updated ERD Field Names,LightBox Source Fields,CoStar Source Fields,Consolidated ERD Fields,Field Lighboxdata aligned
communityfeemax,community_fee_min,Assessment_taxrate,Month Built,client_name
communityfeemin,condition_id,Assessment_taxratecode,Month Renovated,column_spacing
commverificationsource,conditions_of_sale_adjustment,Assessment_taxyear,Number Of Elevators,comm_lease_notes
condition,construction_type,Improvement_adr,Number Of Parking Spaces,comm_lease_terms
conditionid,contract_rent_max,Improvement_amenities,Number Of Stories,comm_lease_type
conditionsofsale,contract_rent_min,Improvement_ancillarybuildings,Office Space,comm_rent_concessions
conditionsofsaleadjustment,cooling_id,Improvement_basementsize,Operation Type,comm_rent_per_sf_max
confidential,cooling_type,Improvement_basementuseandfinish,Operational Status,comm_rent_per_sf_min
construction,corner,Improvement_buildingclass,Ops Expense,comm_size_max
constructionclass,costs_to_finish,Improvement_BuildingDescription,Ops Expense Per SF,comm_size_min
contractrentmax,covered_parking_spaces,Improvement_ceilingheight,Owner Address,comm_vacancy_rate
contractrentmin,created_at,Improvement_columnspacing,Owner City State Zip,comm_verification_source
cooling,created_by_user_id,Improvement_condition,Owner Contact,commercial_survey_id
coolingid,current_list_price,Improvement_construction,Owner Name,community_fee_max
corner,current_lp_percent_diff,Improvement_constructionclass,Owner Phone,community_fee_min
coststofinish,current_rent_per_mo,Improvement_cooling,Parcel Number 1(Min),commvacancy
country,current_use,Improvement_coveredparkingspaces,Parcel Number 2(Max),concessions
county,custom_fields,Improvement_deferredmaintance,Parent Company,condition_id
coveredparkingspaces,daily_rate_per_unit,Improvement_designappeal,Parking Ratio,conditions_of_sale
craneways,daily_rate_per_unit_max,Improvement_effectiveage,Parking Spaces/Unit,conditions_of_sale_adjustment
created_at,daily_rate_per_unit_min,Improvement_exteriorwall,Percent Leased,confidential
createdby,days_on_market,Improvement_ffande,Pre-Leasing,construction_type
currentlistprice,deferred_maintenance,Improvement_fireplaceorwoodstove,Primary Agent Name,contract_rent_max
currentlppercentdiff,demographics_survey_date,Improvement_foundation,Primary Corridors,contract_rent_min
currentrentpermo,depth,Improvement_garage,Property Address,cooling_id
currentuse,design_appeal,Improvement_garageparkingspaces,Property Location,cooling_type
dailyrateperunit,diminution_source,Improvement_gbaother,Property Manager Address,corner
dailyrateperunitmax,discount_rate,Improvement_gbaothermeters,Property Manager City State Zip,costs_to_finish
dailyrateperunitmin,district_name,Improvement_gbaretail,Property Manager Contact,country
datasource,district_url,Improvement_gbaretailMeters,Property Manager Name,county
daysonmarket,duration_seconds,Improvement_gbatotal,Property Manager Phone,covered_parking_spaces
deferredmaintance,earthquake_hazard_risk,Improvement_gbatotalmeters,Property Name,craneways
demographicssurveydate,earthquake_zone_comments,Improvement_heating,PropertyID,created_at
depth,east_boundary,Improvement_hotelflag,PropertyType,created_by_user_id
designappeal,eff_rent_per_mo,Improvement_improvmentcomments,Proposed Land Use,createdby
diminutionsource,effective_age,Improvement_landtobuildingratio,RBA,current_lp_percent_diff
discountrate,effective_gross_income_multiplier,Improvement_lhoccupancy,Recorded Owner Address,current_rent_per_mo
district,effective_rent_sf,Improvement_noofbuildings,Recorded Owner City State Zip,current_use
districtspending,effective_rent_sf_mo,Improvement_noofelevators,Recorded Owner Contact,custom_fields
districturl,effective_water_frontage,Improvement_noofescalators,Recorded Owner Name,daily_rate_per_unit
docks,encumbrance_or_easement,Improvement_noofgolfholes,Recorded Owner Phone,daily_rate_per_unit_max
drainage,enrollment,Improvement_noofotherunits,Rent Type,daily_rate_per_unit_min
duration_seconds,entry_fee_max,Improvement_noofretailunits,Rent/SF/Yr,data_source
earthquakehazardrisk,entry_fee_min,Improvement_noofseats,Sale Company Address,days_on_market
earthquakezonecomments,environmental_concerns,Improvement_noofstories,Sale Company City State Zip,deferred_maintenance
eastboundary,environmental_issues,Improvement_noofunits,Sale Company Contact,demographics_survey_date
effectiveage,environmental_remarks,Improvement_parking,Sale Company Fax,depth
effectiverentsf,environmental_status,Improvement_parkingadequacy,Sale Company Name,design_appeal
effectiverentsfmo,equalization_ratio,Improvement_parkingcomments,Sale Company Phone,dimensions
effectivewaterfrontage,excess_land_adjustment,Improvement_parkingcondition,Sales Company,diminution_source
effrentpermo,expenditures_after_sale_adjustment,Improvement_parkingratiogba,Sales Contact,discount_rate
effrentperyear,expense_growth_rate,Improvement_parkingratiora,Sales Contact Phone,district_name
concessions,construction_class,Assessment_totalassessment,Scale,comm_lease_survey_date
egim,expense_reimbursements,Improvement_parkingratiora,Secondary Type,district_url
encumbranceoreasement,expense_stop,Improvement_parkingratiounit,Services,districtspending
enrollment,exterior_wall,Improvement_parkingtype,Sewer,drainage
entryfeemax,exterior_wall_id,Improvement_percentoffice,Smallest Available Space,duration_seconds
entryfeemin,fema_map_date,Improvement_percentretail,Sprinklers,earthquake_hazard_risk
environmentalconcerns,ff_and_e,Improvement_perimeter,Star Rating,earthquake_zone_comments
environmentalissues,ff_and_e_adjustment,Improvement_productsegment,State,east_boundary
environmentalremarks,field_changed,Improvement_proportionrenovated,Style,eff_rent_per_mo
environmentalstatus,field_name,Improvement_quality,Subcontinent,eff_rent_per_year
escalations,field_value,Improvement_raother,Sublet Available Space,effective_age
excesslandadjustment,financing_terms_adjustment,Improvement_raothermeters,Sublet Services,effective_gross_income_multiplier
expendituresaftersaleadjustment,financing_type,Improvement_raretailgla,Sublet Vacant Space,effective_rent_sf
expensegrowthrate,finish_condition,Improvement_raretailmeters,Submarket Cluster,effective_rent_sf_mo
expensereimbursements,fireplace_or_woodstove,Improvement_ratotal,Submarket Name,effective_water_frontage
expensestop,flood_map_panel,Improvement_ratotalmeters,Tax Year,egim
exteriorwall,flood_zone,Improvement_remainingeconomiclife,Taxes Per SF,encumbrance_or_easement
exteriorwallid,floor_area_ratio,Improvement_renovations,Taxes Total,enrollment
far,floor_level,Improvement_roofcover,Tenancy,entry_fee_max
features,foundation_id,Improvement_rooftype,Total Available Space (SF),entry_fee_min
femamapdate,foundation_type,Improvement_sourceforsfarea,Total Buildings,environmental_concerns
ffande,free_rent_months,Improvement_sprinklers,Total New Space (SF),environmental_issues
ffandeadjustment,front_set_back_distance,Improvement_Subrecords_basementsize,Total Relet Space (SF),environmental_remarks
field_changed,garage_parking_spaces,Improvement_Subrecords_basementuseandfinish,Total Sublet Space (SF),environmental_status
field_name,garage_type,Improvement_Subrecords_ceilingheight,Total Vacant Avail Relet Space (SF),equalization_ratio
field_value,gba_total,Improvement_Subrecords_clearheight,Total Vacant Avail Sublet Space (SF),escalations
financing,gba_total_meters,Improvement_Subrecords_columnspacing,Total Vacant Available,excess_land_adjustment
financingtermsadjustment,geo_code,Improvement_Subrecords_condition,True Owner Address,expenditures_after_sale_adjustment
finish,geo_name,Improvement_Subrecords_conditionid,True Owner City State Zip,expense_growth_rate
finishcondition,geo_type,Improvement_Subrecords_construction,True Owner Contact,expense_reimbursements
fireplaceorwoodstove,geography_id,Improvement_Subrecords_constructionclass,True Owner Name,expense_stop
floodmappanel,grantee_buyer,Improvement_Subrecords_cooling,True Owner Phone,exterior_wall
floodzone,grantor_seller,Improvement_Subrecords_coolingid,Typical Floor Size,exterior_wall_id
floor,gross_building_area,Improvement_Subrecords_deferredmaintance,University,far
floorlevel,heating_id,Improvement_Subrecords_designappeal,Vacancy %,features
foundation,heating_type,Improvement_Subrecords_docks,Water,fema_map_date
foundationid,highest_and_best_use,Improvement_Subrecords_effectiveage,Year Built,ff_and_e
freerentmonths,holding_period_years,Improvement_Subrecords_exteriorwall,Year Renovated,ff_and_e_adjustment
frontsetbackdistance,home_site_acres,Improvement_Subrecords_exteriorwallid,Zip,field_changed
garage,hotel_flag,Improvement_Subrecords_ffande,Zoning,field_name
created_by_user_id,data_source,Improvement_features,,construction_class
dimensions,eff_rent_per_year,Improvement_landscaping,,current_list_price
garageparkingspaces,hotel_room_rev_multiplier,Improvement_Subrecords_fireplaceorwoodstove,,field_value
gba,id,Improvement_Subrecords_foundation,,financing
gbatotal,implied_value,Improvement_Subrecords_foundationid,,financing_terms_adjustment
gbatotalmeters,improvement_assessment,Improvement_Subrecords_garage,,financing_type
grantee,improvement_comments,Improvement_Subrecords_gbaothermeters,,finish
grantor,improvement_id,Improvement_Subrecords_gbaretailmeters,,finish_condition
gross_building_area,improvement_value,Improvement_Subrecords_gbatotalmeters,,fireplace_or_woodstove
heating,improvement_value_per_sf,Improvement_Subrecords_heating,,flood_map_panel
heatingid,income_growth,Improvement_Subrecords_heatingid,,flood_zone
highestandbestuse,income_growth_rate,Improvement_Subrecords_id,,floor
holdingperiodyears,income_target_percent,Improvement_Subrecords_landscaping,,floor_area_ratio
homesiteacres,industrial_gba,Improvement_Subrecords_NA_parcelId,,floor_level
hotelflag,industrial_ra,Improvement_Subrecords_noofelevators,,foundation_id
hotelroomrevmultiplier,ingestion_timestamp,Improvement_Subrecords_noofescalators,,foundation_type
id,instance_type,Improvement_Subrecords_noofgolfholes,,free_rent_months
improvement_id,internal_comments,Improvement_Subrecords_noofhalfbaths,,front_set_back_distance
improvement_subrecords_ancillarybuildings,is_active,Improvement_Subrecords_noofretailunits,,garage_parking_spaces
improvement_subrecords_basementsize,is_confidential,Improvement_Subrecords_noofseats,,garage_type
improvement_subrecords_basementuseandfinish,is_deleted,Improvement_Subrecords_noofstories,,gba
improvement_subrecords_buildingclass,is_excel_entry,Improvement_Subrecords_nooftruckdoors,,gba_total
improvement_subrecords_buildingdescription,is_ground_lease,Improvement_Subrecords_nooftruckdoorswithlevelers,,gba_total_meters
improvement_subrecords_ceilingheight,is_lihtc,Improvement_Subrecords_othergba,,geo_code
improvement_subrecords_clearheight,land_assessment,Improvement_Subrecords_otherra,,geo_name
improvement_subrecords_columnspacing,land_hectares,Improvement_Subrecords_percentretail,,geo_type
improvement_subrecords_condition,land_sf,Improvement_Subrecords_perimetersf,,geography_id
improvement_subrecords_construction,land_square_meters,Improvement_Subrecords_porchordeck,,grantee
improvement_subrecords_constructionclass,land_to_building_ratio,Improvement_Subrecords_quality,,grantee_buyer
improvement_subrecords_cooling,land_unit_approved_or_zoned,Improvement_Subrecords_qualityid,,grantor
improvement_subrecords_coveredparkingspaces,land_unit_type,Improvement_Subrecords_raothermeters,,grantor_seller
improvement_subrecords_deferredmaintance,land_units,Improvement_Subrecords_ratotalmeters,,gross_building_area
improvement_subrecords_designappeal,land_use,Improvement_Subrecords_remainingeconomiclife,,heating_id
improvement_subrecords_docks,land_value,Improvement_Subrecords_renovations,,heating_type
improvement_subrecords_effectiveage,land_value_per_sf,Improvement_Subrecords_rentablearea,,highest_and_best_use
improvement_subrecords_exteriorwall,last_rent_increase,Improvement_Subrecords_residentialamenities,,holding_period_years
improvement_subrecords_ffande,lat,Improvement_Subrecords_residentialdesign,,home_site_acres
improvement_subrecords_fireplaceorwoodstove,lat_centroid,Improvement_Subrecords_retailgba,,hotel_flag
improvement_subrecords_foundation,lease_commencement_date,Improvement_Subrecords_retailgla,,hotel_room_rev_multiplier
improvement_subrecords_garage,lease_comp_id,Improvement_Subrecords_roofcover,,id
improvement_subrecords_garageparkingspaces,lease_concessions,Improvement_Subrecords_roofcoverid,,implied_value
improvement_subrecords_gbatotalmeters,lease_conditions,Improvement_Subrecords_rooftype,,improvement_assessment
improvement_subrecords_heating,lease_expiration_date,Improvement_Subrecords_rooftypeid,,improvement_comments
improvement_subrecords_landscaping,lease_options,Improvement_Subrecords_sourceforsfarea,,improvement_id
improvement_subrecords_landtobuildingratio,lease_start_date,Improvement_Subrecords_sprinklers,,improvement_subrecords_condition
improvement_subrecords_loadfactor,lease_tenant_improvs,Improvement_Subrecords_sprinklersid,,improvement_subrecords_construction
improvement_subrecords_multifamilyamenities,lease_term_months,Improvement_Subrecords_tenantimprovements,,improvement_subrecords_cooling
improvement_subrecords_noofbathrooms,lease_transaction_type,Improvement_Subrecords_totaleconomiclife,,improvement_subrecords_deferredmaintance
improvement_subrecords_noofbays,lease_type,Improvement_Subrecords_usablearea,,improvement_subrecords_docks
improvement_subrecords_noofbedrooms,leaseexpiredate,Improvement_Subrecords_yearbuilt,,improvement_subrecords_foundation
improvement_subrecords_noofbeds,leasestartdate,Improvement_surfaceparkingspaces,,improvement_subrecords_garage
improvement_subrecords_noofelevators,legal_description,Improvement_tenantimprovements,,improvement_subrecords_heating
improvement_subrecords_noofescalators,lender_name,Improvement_totaleconomiclife,,improvement_subrecords_landscaping
improvement_subrecords_noofgolfholes,lessor_name,Improvement_yearbuilt,,improvement_subrecords_landtobuildingratio
improvement_subrecords_noofhalfbaths,lh_occupancy,Improvement_yearbuiltnumeric,,improvement_subrecords_loadfactor
improvement_subrecords_noofrooms,lightbox_created_by,incExp_advertisingandmarketing,,improvement_subrecords_multifamilyamenities
improvement_subrecords_noofseats,lightbox_id,incExp_annualrent,,improvement_subrecords_noofbathrooms
improvement_subrecords_noofspaces,lightbox_timestamp,incExp_baserentabatement,,improvement_subrecords_noofbays
improvement_subrecords_noofstories,lng,incExp_buildingrepairs,,improvement_subrecords_noofbedrooms
improvement_subrecords_nooftruckdoors,lng_centroid,incExp_cam,,improvement_subrecords_noofbeds
improvement_subrecords_nooftruckdoorswithlevelers,load_factor,incExp_cleaning,,improvement_subrecords_noofelevators
improvement_subrecords_noofunits,major_type,incExp_comments,,improvement_subrecords_noofescalators
improvement_subrecords_parking,management_company,incExp_deductreserves,,improvement_subrecords_noofgolfholes
improvement_subrecords_parkingadequacy,market_rent_max,incExp_egi,,improvement_subrecords_noofhalfbaths
improvement_subrecords_parkingcomments,market_rent_min,incExp_egipersf,,improvement_subrecords_noofrooms
improvement_subrecords_parkingcondition,market_rent_per_mo,incExp_egiperunit,,improvement_subrecords_noofseats
improvement_subrecords_parkingtype,market_rent_per_sf,incExp_electricexpense,,improvement_subrecords_noofspaces
improvement_subrecords_porchordeck,max_build_height,incExp_ExpensePerSF,,improvement_subrecords_noofstories
improvement_subrecords_proportionrenovated,max_gross_lihtc_restricted_rent,incExp_ExpensePerUnit,,improvement_subrecords_nooftruckdoors
improvement_subrecords_quality,max_site_coverage,incExp_expenseratio,,improvement_subrecords_nooftruckdoorswithlevelers
improvement_subrecords_ratotalmeters,median_hh_income,incExp_expensereimbursements,,improvement_subrecords_noofunits
improvement_subrecords_remainingeconomiclife,median_home_value,incExp_expleasingcommissions,,improvement_subrecords_parking
improvement_subrecords_renovations,median_household_income,incExp_exptenantimprovements,,improvement_subrecords_parkingadequacy
improvement_subrecords_residentialamenities,merge_timestamp,incExp_financialstype,,improvement_subrecords_parkingcomments
improvement_subrecords_residentialdesign,merged_by_user_or_system,incExp_fuelexpense,,improvement_subrecords_parkingcondition
improvement_subrecords_roofcover,mf_br_max,incExp_gasexpense,,improvement_subrecords_parkingtype
improvement_subrecords_rooftype,mf_br_min,incExp_generalandadministrative,,improvement_subrecords_porchordeck
improvement_subrecords_sourceforsfarea,mf_carport_fee_monthly,incExp_generalandadministrative2,,improvement_subrecords_proportionrenovated
improvement_subrecords_sprinklers,mf_garage_fee_monthly,incExp_GroundRentExp,,improvement_subrecords_quality
improvement_subrecords_surfaceparkingspaces,mf_lease_comments,incExp_groundsandsecurity,,improvement_subrecords_ratotalmeters
improvement_subrecords_tenantimprovements,mf_lease_notes,incExp_insurance,,improvement_subrecords_remainingeconomiclife
improvement_subrecords_totaleconomiclife,mf_lease_survey_date,incExp_maintenancesalaries,,improvement_subrecords_renovations
improvement_subrecords_typicalbaydepth,mf_occupancy,incExp_management,,improvement_subrecords_residentialamenities
improvement_subrecords_usablearea,mf_rent_concessions,incExp_managerleasingsalaries,,improvement_subrecords_residentialdesign
improvement_subrecords_yearbuilt,mf_rent_per_mo_max,incExp_name,,improvement_subrecords_roofcover
improvementvalue,mf_rent_per_mo_min,incExp_netparkingincome,,improvement_subrecords_rooftype
improvementvaluepersf,mf_rent_per_sf_max,incExp_noi,,improvement_subrecords_sourceforsfarea
improvmentcomments,mf_rent_per_sf_min,incExp_noiperbed,,improvement_subrecords_sprinklers
incomegrowth,mf_rent_per_sf_per_mo_max,incExp_noipergbam2,,improvement_subrecords_surfaceparkingspaces
incomegrowthrate,mf_rent_per_sf_per_mo_min,incExp_noiperrasf,,improvement_subrecords_tenantimprovements
incometarget,mf_rent_type,incExp_noipersf,,improvement_subrecords_totaleconomiclife
industrialgba,mf_size_sf_max,incExp_noiperunit,,improvement_subrecords_typicalbaydepth
industrialra,mf_size_sf_min,incExp_noiperusablesf,,improvement_subrecords_usablearea
ingestion_timestamp,mf_source_notes,incExp_nonrevenueunits,,improvement_subrecords_yearbuilt
instancetype,mf_surveyed_unit_count_total,incExp_occupancy,,improvement_value
internalcomments,mf_total_annual_rent,incExp_onsitemanagementexp,,improvement_value_per_sf
isdeleted,mf_total_rent_per_month,incExp_otherexpenses,,income_growth
isexcel,mf_unit_amenities,incExp_otherincome,,income_growth_rate
isgroundlease,mf_vacant_units_count,incExp_otherrepairs,,income_target_percent
jurisdiction,mf_weighted_avg_rent_per_sf_per_mo,incExp_othersalaries,,incometarget
landhectares,mf_weighted_avg_rent_per_sf_per_year,incExp_paintinganddecorating,,industrial_gba
landscaping,mf_weighted_avg_rent_per_unit,incExp_payrolltaxes,,industrial_ra
landsf,min_lot_area,incExp_payrolltotal,,ingestion_timestamp
landsquaremeters,minimum_lot_area,incExp_percentagerent,,instance_type
landtobuildingratio,monthly_or_daily_rent,incExp_pgi,,internal_comments
landunitapprovedorzoned,multifamily_amenities,incExp_pgipersf,,is_active
landunits,multifamily_gba,incExp_pgiperunit,,is_confidential
landunittype,name,incExp_professionalservicesexp,,is_deleted
landuse,net_income_multiplier,incExp_repairsandmaintenance,,is_excel_entry
landvalue,new_value,incExp_reserves,,is_ground_lease
landvaluepersf,no_of_bathrooms,incExp_sewerexpense,,is_lihtc
lastrentincrease,no_of_baths,incExp_surveydate,,isexcel
lat,no_of_bays,incExp_taxexpense,,jurisdiction
lease_comp_id,no_of_bedrooms,incExp_totalexpenses,,land_assessment
leaseconditions,no_of_beds,incExp_totalutilities,,land_hectares
leasedate,no_of_buildings,incExp_trashexpense,,land_sf
leaseexpiration,no_of_craneways,incExp_vacancy,,land_square_meters
leaseexpiredate,no_of_docks,incExp_vacancycost,,land_unit_approved_or_zoned
leasestart,no_of_elevators,incExp_vacancycostpersf,,land_unit_type
leasestartdate,no_of_escalators,incExp_vacancycostperunit,,land_units
leasetenantimprovs,no_of_golf_holes,incExp_waterexpense,,land_use
leaseterm,no_of_half_baths,Parcel_address,,land_value
leasetransactiontype,no_of_mf_bathrooms,Parcel_appraisalfile,,land_value_per_sf
leasetype,no_of_multifamily_bedrooms,Parcel_appraisalusage,,last_rent_increase
legaldescription,no_of_multifamily_rooms,Parcel_cbsa_id,,lat
lender,no_of_rooms,Parcel_cbsa_name,,lat_centroid
lessor,no_of_seats,Parcel_censusblock,,lease_commencement_date
lhoccupancy,no_of_spaces,Parcel_censustract,,lease_comp_id
lhtc,no_of_stories,Parcel_city,,lease_concessions
lightbox_id,no_of_tenants,Parcel_country,,lease_conditions
lng,no_of_truck_doors,Parcel_county,,lease_expiration_date
loadfactor,no_of_truck_doors_with_levelers,Parcel_createdby,,lease_options
locationdescription,no_of_units,Parcel_eastboundary,,lease_start_date
managementcompany,north_boundary,Parcel_far,,lease_tenant_improvs
market,notes,Parcel_id,,lease_term_months
marketrentmax,number_of_parcels,Parcel_isgroundlease,,lease_transaction_type
marketrentmin,occupancy_type,Parcel_lat,,lease_type
marketrentmo,office_gba,Parcel_lng,,leasedate
marketrentsf,office_ra,Parcel_locationdescription,,leaseexpiration
maxbuildheight,old_value,Parcel_market,,leaseexpiredate
maxgrosslihtcrestrictedrent,opportunity_zone,Parcel_msa,,leasestart
maxsitecoverage,ordinance_document,Parcel_municipality,,leaseterm
medianhomevalue,ordinance_document_url,Parcel_name,,legal_description
medianhouseholdincome,original_list_price,Parcel_name,,lender
merge_timestamp,original_lp_percent_diff,Parcel_neighborhood,,lender_name
merged_by_user_or_system,other_acres,Parcel_neighborhoodcomments,,lessor
mfamenities,other_adjustment,Parcel_northboundary,,lessor_name
mfbrmax,other_assessment,Parcel_opportunityzone,,lh_occupancy
mfbrmin,other_db_refs,Parcel_otherdbrefs,,lhtc
mfcarportfeemonthly,other_gba,Parcel_owner,,lightbox_created_by
mfgaragefeemonthly,other_ra,Parcel_parcelcomments,,lightbox_id
mfleasecomments,owner,Parcel_parcelverificationdata,,lightbox_timestamp
mfleasenotes,parcel_comments,Parcel_propertymajortype,,lng
mfleasesurveydate,parcel_id,Parcel_propertysubtype,,lng_centroid
mfoccupancy,parcel_verification_data,Parcel_propertytype,,locationdescription
mfrentconcessions,parent_geo_id,Parcel_readyforuse,,major_type
mfrentpermomax,parking,Parcel_southboundary,,management_company
mfrentpermomin,parking_adequacy,Parcel_state,,market
mfrentpersfmax,parking_adequacy_id,Parcel_submarket,,market_rent_max
mfrentpersfmin,parking_comments,Parcel_supportingfiles,,market_rent_min
mfrentpersfpermomax,parking_condition,Parcel_timestamp,,market_rent_per_mo
mfrentpersfpermomin,parking_condition_id,Parcel_townshiprange,,market_rent_per_sf
mfrenttype,parking_ratio_gba,Parcel_westboundary,,marketrentmo
mfsizesfmax,parking_ratio_ra,Parcel_zip,,marketrentsf
mfsizesfmin,parking_ratio_unit,Rent Roll Summary_anchors,,max_build_height
mfsourcenotes,parking_requirement,Rent Roll Summary_commleasecomments,,max_gross_lihtc_restricted_rent
mfsurveyedunitcounttotal,parking_type,Rent Roll Summary_commleasenotes,,max_site_coverage
mftotalannualrent,parking_type_id,Rent Roll Summary_CommLeaseNotes,,median_hh_income
mftotalrentpermonth,per_pupil_spending,Rent Roll Summary_commleasesurveydate,,median_home_value
mfvacantunitscount,percent_diminution_in_value,Rent Roll Summary_commleaseterms,,median_household_income
